Numero_ID,Document_index,Title,Author_Contact_Contractor,Organisation,Organisation_type,Finance_type,Executor_type,Publication_date,Activity_initiation_year,Compensation,Project_phase,Monitoring,Monitoring_years,Target_land_cover,Restoration_type,Restoration_action,Restoration_action_1,Restoration_action_2,Restoration_action_3,Restoration_action_4,Restoration_action_5,Disturbance,Disturbance_1,Disturbance_2,Disturbance_3,Disturbance_4,Type_of_land_being_restored,Main_aim_of_restoration,Land_area_ha,Location_coordinate_system,Department,Code_DANE_Dep,Municipality,Code_DANE_Mun,Dept_Mun,Dept,Mun,Location,Biogeographic_region,Potential_ecosystem,Reference,Source,Remarks,Costs,Notes,Notes_2,Lat_dec_FINAL,Lon_dec_FINAL
RE00114,a,Caracterización ecológica participativa para la restauración y mitigación de amenazas PNN Tamá,Johanna Puentes,PNN,National Natural Park,National,Public,2011,NI,No,Implementation,NI,NI,NI,Natural regeneration and assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,"Agricultural and livestock use, fires, Invasive species, urban sprawl",Agricultural and livestock use,fires,Invasive species,urban sprawl,NI,Ecological connectivity,40,NI,Norte de santander,54,"Toledo, HerrÃ¡n y ChinÃ¡cota.","54172, 05819, 54347",NORTE DE SANTANDER_HERRAN,NORTE DE SANTANDER,HERRAN,Parque Nacional Natural Tamá,Norandina,Several ecosystems,NA,NA,NA,-,Duplicated rows per municipality,NA,7.310278,-72.483056
RE00114,a,Caracterización ecológica participativa para la restauración y mitigación de amenazas PNN Tamá,Johanna Puentes,PNN,National Natural Park,National,Public,2011,NI,No,Implementation,NI,NI,NI,Natural regeneration and assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,"Agricultural and livestock use, fires, Invasive species, urban sprawl",Agricultural and livestock use,fires,Invasive species,urban sprawl,NI,Ecological connectivity,40,NI,Norte de santander,54,"Toledo, HerrÃ¡n y ChinÃ¡cota.","54172, 05819, 54347",NORTE DE SANTANDER_CHINACOTA,NORTE DE SANTANDER,CHINACOTA,Parque Nacional Natural Tamá,Norandina,Several ecosystems,NA,NA,NA,-,Duplicated rows per municipality,NA,7.310278,-72.483056
RE00115,a,Plan Piloto de restauración Parque Nacional Natural Tatamá,Johanna Puentes,PNN,National Natural Park,National,Public,2008,2007,No,Implementation,NI,NI,NI,Natural regeneration and assisted restoration,"Tree planting, perimeter isolation, live fences, revegetation nuclei, invasive species control",Tree planting,perimeter isolation,live fences,revegetation nuclei,invasive species control,Agricultural and livestock use,Agricultural and livestock use,fires,Invasive species,urban sprawl,NI,Ecological connectivity,NI,NI,RISARALDA,66,RISARALDA,17616,NA,NA,NA,Parque Nacional Natural Tatamá,Norandina,Several ecosystems,NA,NA,NA,-,Check municipality name,NA,NA,NA
RE00116,a,Recuperación ecológica en la ronda del río Teusacá. Vereda Verjón Bajo,Claudia Alexandra Pinzón,JBB,Botanic garden,National,Public,2011,2008,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Invasive species,Agricultural and livestock use,NA,NA,NA,NI,Recovery and conservation of natural resources,1,NI,CUNDINAMARCA,25,"BOGOTÃ, D.C.",11001,"BOGOTA, D.C._BOGOTA, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",Vereda Verjón Bajo,Norandina,High Andean forest,NA,NA,NA,-,NA,NA,4.757778,-74.090278
RE00117,a,"Vereda Chiguaza, río Tunjuelo, fincas Ciprés y Arvejal",Claudia Alexandra Pinzón,JBB,Botanic garden,National,Public,2011,2008,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Agricultural and livestock use,Invasive species,NA,NA,NA,NI,Recovery and conservation of natural resources,4.17,NI,CUNDINAMARCA,25,"BOGOTÁ, D.C.",11001,"BOGOTA, D.C._BOGOTA, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",Río Tunjuelo,Norandina,High Andean forest,NA,NA,NA,-,NA,NA,NA,NA
RE00118,a,"Restauración en la ronda de la quebrada Laguna Seca, vereda Verjón",Claudia Alexandra Pinzón,JBB,Botanic garden,National,Public,2011,2008,No,Implementation,NI,NI,NI,Assisted restoration,Plant enrichment,Plant enrichment,NA,NA,NA,NA,Invasive species,Agricultural and livestock use,NA,NA,NA,NI,Water resource protection,2,NI,CUNDINAMARCA,25,"BOGOTÁ, D.C.",11001,"BOGOTA, D.C._BOGOTA, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",Quebrada laguna seca,Norandina,High Andean forest,NA,NA,NA,-,NA,NA,NA,NA
RE00119,a,Restauración Ecológica de los Sectores Centro Occidente del Parque Nacional Natural Serranía de los Yariguíes”,Johanna Puentes,PNN,National Natural Park,National,Public,NI,2012,Yes,Implementation,Yes,NI,NI,Assisted restoration,"Revegetation nuclei, perches, erosion control trenches, plant enrichment, Invasive species control",Revegetation nuclei,perches,erosion control trenches,plant enrichment,Invasive species control,"Civil works and infrastructure, livestock use",Invasive species,NA,NA,NA,Forestry,Recovery and conservation of natural resources,323,NI,SANTANDER,68,EL CARMEN DE CHUCURÍ. SAN VICENTE DE CHUCURÍ,"68235, 68689.",SANTANDER_EL CARMEN DE CHUCURI,#NAME?,Municip,PNN Yariguies,Norandina,Andean forest,ISAGEN V – Restauración Ecológica Parque Nacional Natural Serranía de los Yariguíes – Patrimonio Natural,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00120,a,Restauración Ecológica de los Sectores Centro Occidente del Parque Nacional Natural Serranía de los Yariguíes”,Johanna Puentes,PNN,National Natural Park,National,Public,NI,2012,Yes,Implementation,Yes,NI,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,"Civil works and infrastructure, livestock use",Civil works and infrastructure,livestock use,NA,NA,Forestry,Recovery and conservation of natural resources,2000,NI,SANTANDER,68,EL CARMEN DE CHUCURÍ. SAN VICENTE DE CHUCURÍ,"68235, 68689.",SANTANDER_SAN VICENTE DE CHUCURI,#NAME?,Municip,PNN Yariguies,Norandina,Andean forest,ISAGEN V – Restauración Ecológica Parque Nacional Natural Serranía de los Yariguíes – Patrimonio Natural,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00121,a,Restauración Ecológica del Sector Norte del Parque Nacional Natural Serranía de los Yariguíes”,Johanna Puentes,PNN,National Natural Park,National,Public,NI,2012,Yes,Implementation,Yes,NI,NI,Assisted restoration,Revegetation nuclei,Revegetation nuclei,NA,NA,NA,NA,"Civil works and infrastructure, livestock use",Civil works and infrastructure,livestock use,NA,NA,Forestry,Recovery and conservation of natural resources,215,NI,SANTANDER,68,EL CARMEN DE CHUCURÍ. SAN VICENTE DE CHUCURÍ,"68235, 68689.",NA,NA,NA,PNN Yariguies,Norandina,Andean forest,ISAGEN V – Restauración Ecológica Parque Nacional Natural Serranía de los Yariguíes – Patrimonio Natural,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00122,a,Realizar procesos de restauración ecológica acciones de control de especies invasoras en áreas protegidas y de interés ecológico y efectuar el registro de la toma de datos para 13 proyectos de restauración recuperación y/o rehabilitación desarrollados por La Secretaría Distrital De Ambiente en las localidades de Usme y San Cristóbal del Distrito Capital.,Francisco Torres,SDA,Municipal authority,National,Public,2012,2011,No,Implementation,Yes,1-3year,NI,Natural regeneration and assisted restoration,Revegetation nuclei,Revegetation nuclei,NA,NA,NA,NA,Invasive species,Civil works and infrastructure,livestock use,NA,NA,Forestry,Recovery and conservation of natural resources,21,NI,CUNDINAMARCA,25,"BOGOTÁ, D.C.",11001,"BOGOTA, D.C._BOGOTA, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",NI,Norandina,Andean forest,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-73111,NA,NA,-,NA,NA,NA,NA
RE00123,a,Proceso de restauración ecológica quebrada las delicias - Localidad Chapinero,Claudia Alexandra Pinzón,JBB,Botanic garden,National,Public,2011,2008,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Invasive species,Invasive species,NA,NA,NA,Forestry,Water resource protection,2,NI,CUNDINAMARCA,25,"BOGOTÁ, D.C.",11001,"BOGOTA, D.C._BOGOTA, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",Quebrada las delicias,Norandina,High Andean forest,NA,NA,NA,-,NA,NA,NA,NA
RE00124,a,Proceso de restauración ecológica quebrada la Salitrosa - Localidad de Suba,Claudia Alexandra Pinzón,JBB,Botanic garden,National,Public,2012,2011,No,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,"Urban sprawl, invasive species",Invasive species,NA,NA,NA,NI,Water resource protection,3,NI,CUNDINAMARCA,25,"BOGOTÃ, D.C.",11001,"BOGOTA, D.C._BOGOTA, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",Quebrada salitrosa,Norandina,NI,NA,NA,NA,-,NA,NA,4.757778,-74.090278
RE00125,a,Proceso de restauración ecológica Predio el Cipres,Claudia Alexandra Pinzón,JBB,Botanic garden,National,Public,2012,2011,No,Implementation,NI,NI,NI,Assisted restoration,Revegetation nuclei,Revegetation nuclei,NA,NA,NA,NA,Agricultural and livestock use,Urban sprawl,invasive species,NA,NA,NI,Recovery and conservation of natural resources,3.5,NI,CUNDINAMARCA,25,"BOGOTÃ, D.C.",11001,"BOGOTA, D.C._BOGOTA, D.C.","BOGOTA, D.C.","BOGOTA, D.C.","Barrio las mercedes, ciudad bolivar",Norandina,High Andean forest,NA,NA,NA,-,NA,NA,4.409722,-74.179083
RE00126,a,Proceso de restauración ecológica Bosque las Mercedes SFF,Claudia Alexandra Pinzón,JBB,Botanic garden,National,Public,2012,2011,No,Implementation,NI,NI,NI,Assisted restoration,Revegetation nuclei,Revegetation nuclei,NA,NA,NA,NA,Invasive species,Agricultural and livestock use,NA,NA,NA,NI,Recovery and conservation of natural resources,4.7,NI,CUNDINAMARCA,25,"BOGOTÃ, D.C.",11001,"BOGOTA, D.C._BOGOTA, D.C.","BOGOTA, D.C.","BOGOTA, D.C.",Bosque las mercedes,Norandina,High Andean forest,NA,NA,NA,-,NA,NA,4.772778,-74.098056
RE00127,a,Plan de Restauración para la restauración ecológica en áreas afectadas por incendios en el complejo de humedales del Otún PNN Nevados - RE Pasiva,Johanna Puentes,PNN,National Natural Park,National,Public,NI,2009,No,Implementation,Yes,1-5year,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,"Agricultural and livestock use, fires, Invasive species, urban sprawl",Invasive species,NA,NA,NA,NI,Recovery and conservation of natural resources,2350,NI,CALDAS,17,RISARALDA,17616,CALDAS_RISARALDA,CALDAS,RISARALDA,PNN Los Nevados,Norandina,Paramo,NA,NA,NA,-,NA,NA,4.975326,-75.556765
RE00128,a,Restauración ecólogica en el Parque Nacional Natural Alto Fragua Indi Wasi - Bosque monitoreo,Edwin Andres García Jaramillo,PNN,National Natural Park,National,Public,2012,2011,No,Implementation,Yes,1-3year,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,"Agricultural and livestock use, fires, Invasive species, urban sprawl",Agricultural and livestock use,fires,Invasive species,urban sprawl,NI,Recovery and conservation of natural resources,0.12,NI,CAQUETA,18,BELÃ‰N DE LOS ANDAQUÃES,18094,CAQUETA_BELEN DE LOS ANDAQUIES,CAQUETA,BELEN DE LOS ANDAQUIES,cuenca del río Sarabando,Amazonas,Tropical rain forest,NA,NA,NA,-,NA,NA,1.766897,-75.160194
RE00129,a,Restauración ecólogica en el Parque Nacional Natural Alto Fragua Indi Wasi - Rastrojo monitoreo,Edwin Andres García Jaramillo,PNN,National Natural Park,National,Public,2012,2011,No,Implementation,Yes,1-3year,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,"Agricultural and livestock use, fires, Invasive species, urban sprawl",Agricultural and livestock use,fires,Invasive species,urban sprawl,NI,Recovery and conservation of natural resources,0.1,NI,CAQUETA,18,BELÃ‰N DE LOS ANDAQUÃES,18095,CAQUETA_BELEN DE LOS ANDAQUIES,CAQUETA,BELEN DE LOS ANDAQUIES,cuenca del río Sarabando,Amazonas,Tropical rain forest,NA,NA,NA,-,NA,NA,1.769861,-75.158972
RE00130,a,Restauración de áreas disturbadas por implementación de sistemas productivos agropecuarios en el departamento del Caquetá,Carlos Hernando Rodriguez,Instituto SINCHI,Research institute,National,Public,2021,2017,No,Implementation,Yes,1-3year,NI,Assisted restoration,"Revegetation nuclei, perimeter insolation, plant enrichment",Revegetation nuclei,perimeter insolation,plant enrichment,NA,NA,"Agricultural and livestock use, fires, Invasive species, urban sprawl",Agricultural and livestock use,fires,Invasive species,urban sprawl,NI,Production (agroforestry/silvo-pasture),1100,NI,CAQUETA,18,"BELÃ‰N DE LOS ANDAQUÃES, FLORENCIA, SAN JOSE DE FRAGUA","18096, 18001, 18610",CAQUETA_BELEN DE LOS ANDAQUIES,CAQUETA,BELEN DE LOS ANDAQUIES,NI,Amazonas,Tropical rain forest,Encuesta realizada por internet,NA,"Principales financiadores Sistema general de regalías, departamento del Caquetá, Universidad Amazonia, ASOHECA, FEDEGANCA",-,Duplicated rows per municipality,NA,1.416389,-75.872778
RE00130,a,Restauración de áreas disturbadas por implementación de sistemas productivos agropecuarios en el departamento del Caquetá,Carlos Hernando Rodriguez,Instituto SINCHI,Research institute,National,Public,2021,2017,No,Implementation,Yes,1-3year,NI,Assisted restoration,"Revegetation nuclei, perimeter insolation, plant enrichment",Revegetation nuclei,perimeter insolation,plant enrichment,NA,NA,"Agricultural and livestock use, fires, Invasive species, urban sprawl",Agricultural and livestock use,fires,Invasive species,urban sprawl,NI,Production (agroforestry/silvo-pasture),1100,NI,CAQUETA,18,"BELÃ‰N DE LOS ANDAQUÃES, FLORENCIA, SAN JOSE DE FRAGUA","18096, 18001, 18610",CAQUETA_FLORENCIA,CAQUETA,FLORENCIA,NI,Amazonas,Tropical rain forest,Encuesta realizada por internet,NA,"Principales financiadores Sistema general de regalías, departamento del Caquetá, Universidad Amazonia, ASOHECA, FEDEGANCA",-,Duplicated rows per municipality,NA,1.416389,-75.872778
RE00130,a,Restauración de áreas disturbadas por implementación de sistemas productivos agropecuarios en el departamento del Caquetá,Carlos Hernando Rodriguez,Instituto SINCHI,Research institute,National,Public,2021,2017,No,Implementation,Yes,1-3year,NI,Assisted restoration,"Revegetation nuclei, perimeter insolation, plant enrichment",Revegetation nuclei,perimeter insolation,plant enrichment,NA,NA,"Agricultural and livestock use, fires, Invasive species, urban sprawl",Agricultural and livestock use,fires,Invasive species,urban sprawl,NI,Production (agroforestry/silvo-pasture),1100,NI,CAQUETA,18,"BELÃ‰N DE LOS ANDAQUÃES, FLORENCIA, SAN JOSE DE FRAGUA","18096, 18001, 18610",CAQUETA_SAN JOSE DEL FRAGUA,CAQUETA,SAN JOSE DEL FRAGUA,NI,Amazonas,Tropical rain forest,Encuesta realizada por internet,NA,"Principales financiadores Sistema general de regalías, departamento del Caquetá, Universidad Amazonia, ASOHECA, FEDEGANCA",-,Duplicated rows per municipality,NA,1.416389,-75.872778
RE00131,a,Banco de hábitat del Meta,Wilson Alberto Mejía,Terrasos,Company,National and International,Private,2021,2021,No,Implementation,Yes,1-3year,NI,Natural regeneration and assisted restoration,"Revegetation nuclei, perimeter insolation, plant enrichment",Revegetation nuclei,perimeter insolation,plant enrichment,NA,NA,Several disturbances,Agricultural and livestock use,fires,Invasive species,urban sprawl,NI,Recovery and conservation of natural resources,7.55,NI,META,50,SAN MARTÍN,50689,META_SAN MARTIN,META,SAN MARTIN,NI,Orinoquía,NI,Encuesta realizada por internet,NA,"BID LAB, clientes privados con planes de inversión forzosa de no menos del 1%",-,NA,NA,NA,NA
RE00132,a,Restauración ecológica de la zona afectada por la venida fluvio torrencial en el municipio de Mocoa Putumayo,Fabian Duque,Corpoamazonia,Environmental authorities,National,Public,NI,2017,No,Implementation,Yes,1-3year,NI,Assisted restoration,Revegetation nuclei,Revegetation nuclei,NA,NA,NA,NA,Deforestation,Several disturbances,NA,NA,NA,NI,Water resource protection,20,NI,PUTUMAYO,86,MOCOA,86001,PUTUMAYO_MOCOA,PUTUMAYO,MOCOA,NI,Amazonas,NI,Encuesta realizada por internet,NA,Financiador programa mundial de alimentos (WFP),-,NA,NA,NA,NA
RE00133,a,Restauración ecológica de la zona afectada por la venida fluvio torrencial en el municipio de Mocoa Putumayo,Fabian Duque,Corpoamazonia,Environmental authorities,National,Public,NI,2017,No,Implementation,Yes,1-3year,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,Deforestation,Deforestation,NA,NA,NA,NI,Water resource protection,20,NI,PUTUMAYO,86,MOCOA,86001,PUTUMAYO_MOCOA,PUTUMAYO,MOCOA,NI,Amazonas,NI,Encuesta realizada por internet,NA,NA,-,NA,NA,NA,NA
RE00134,a,Reef for All: Restauración Participativa de Arrecifes Coralinos a Gran Escala en la Reserva de Biosfera Seaflower,Phanor H Montoya-Maya,Corales de Paz,NGO,National,Private,NI,2017,No,Implementation,Yes,1-3year,NI,Natural regeneration and assisted restoration,"Transplantation of corals, addition of substrate",Transplantation of corals,addition of substrate,NA,NA,NA,Several disturbances,Deforestation,NA,NA,NA,NI,Reef restoration,3,NI,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","88001, 88564, 13673","ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA_PROVIDENCIA","ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",PROVIDENCIA,"área marina protegida de las islas de San Andrés (Little Reef, La Pirámide) y Providencia",Caribbean Oceanic Insular Territories,Coral reefs,Encuesta realizada por internet,NA,"Conservación Internacional Colombia, empresas privadas, recursos propios",-,NA,NA,NA,NA
RE00135,a,Restauración ecológica- Restaurando vidas,Carlos Torrente,Restaurando vidas,Individual person,National,Private,NI,2021,No,Implementation,Yes,1-3year,NI,Natural regeneration and assisted restoration,"Invasive species control, Plant enrichment, Revegetation nuclei",Invasive species control,Plant enrichment,Revegetation nuclei,NA,NA,Several disturbances,Several disturbances,NA,NA,NA,NI,Water resource protection,5,NI,CUNDINAMARCA,25,LA CALERA,25377,CUNDINAMARCA_LA CALERA,CUNDINAMARCA,LA CALERA,Cerca al área protegida de la cuenca alta del río Bogotá,Norandina,High Andean forest,Encuesta realizada por internet,NA,NA,-,NA,NA,NA,NA
RE00136,a,Finca Autosostenible el Cerrito,Carlos Rodriguez,Finca el cerrito,Individual person,National,Private,NI,2015,No,Implementation,Yes,1-5year,NI,Natural regeneration and assisted restoration,"Invasive species control, Plant enrichment, Revegetation nuclei",Invasive species control,Plant enrichment,Revegetation nuclei,NA,NA,Several disturbances,Several disturbances,NA,NA,NA,NI,Recovery and conservation of natural resources,2,NI,CUNDINAMARCA,26,FÚQUENE,25288,CUNDINAMARCA_FUQUENE,CUNDINAMARCA,FUQUENE,NI,Norandina,Andean forest,Encuesta realizada por internet,NA,NA,-,NA,NA,NA,NA
RE00137,a,Restauración ecológica Reviva La Primavera,Andrea Barrera,ABC Casanare,NGO,National,Private,NI,2016,Yes,Implementation,Yes,1-5year,NI,Assisted restoration,"Plant enrichment, Revegetation nuclei",Plant enrichment,Revegetation nuclei,NA,NA,NA,Agricultural and livestock use,Several disturbances,NA,NA,NA,NI,Ecological connectivity,30.8,NI,CASANARE,85,YOPAL,85001,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,Tropical rain forest,Encuesta realizada por internet e informe aportado,NA,"Financiador Equion Energia limited
Ecopetrol",-,NA,NA,NA,NA
RE00138,a,Restauración ecológica Reviva La Primavera,Andrea Barrera,ABC Casanare,NGO,National,Private,NI,2016,Yes,Implementation,Yes,1-5year,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,Agricultural and livestock use,Agricultural and livestock use,NA,NA,NA,NI,Ecological connectivity,50.12,NI,CASANARE,86,YOPAL,85002,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,Tropical rain forest,Encuesta realizada por internet e informe aportado,NA,NA,-,NA,NA,NA,NA
