Numero_ID,Document_index,Title,Author_Contact_Contractor,Organisation,Organisation_type,Finance_type,Executor_type,Publication_date,Activity_initiation_year,Compensation,Project_phase,Monitoring,Monitoring_years,Target_land_cover,Restoration_type,Restoration_action,Restoration_action_1,Restoration_action_2,Restoration_action_3,Restoration_action_4,Restoration_action_5,Disturbance,Disturbance_1,Disturbance_2,Disturbance_3,Disturbance_4,Type_of_land_being_restored,Main_aim_of_restoration,Land_area_ha,Location_coordinate_system,Department,Code_DANE_Dep,Municipality,Code_DANE_Mun,Dept_Mun,Dept,Mun,Location,Biogeographic_region,Potential_ecosystem,Reference,Source,Remarks,Costs,Notes,Notes_2,Lat_dec_FINAL,Lon_dec_FINAL
RE00417,c,ÁREA DE PERFORACIÓN EXPLORATORIA HECHICERA-LAM4429,ANLA,ECOPETROL S.A.,Company,National,Public,2019,2006,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,5.8,NI,META,50,"PUERTO LLERAS, SAN MARTIN, PUERTO LOPEZ, FUENTE DE ORO, MAPIRIPAN",50577,NA,NA,NA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Multiple documents about same project?,NA,NA,NA
RE00420,a,"CONSTRUCCIÓN DE LA SEGUNDA CALZADA CÚCUTA — PAMPLONA, TRAMO CÚCUTA (PR131+500) - PEAJE LOS ACACIOS (PR119+700)-LAM4436",ANLA,CONCESIONARIA SAN RAFAEL S.A.,Company,National,Private,2020,2005,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Civil works and infrastructure,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,18.4,NI,NORTE DE SANTANDER,54,LOS PATIOS,54405,NORTE DE SANTANDER_LOS PATIOS,NORTE DE SANTANDER,LOS PATIOS,NI,Norandina,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00421,a,SOLICITUD DE LICENCIA AMBIENTAL PARA EL PROYECTO DENOMINADO ÁREA DE EXPLOTACIÓN DE HIDROCARBUROS PLATANILLO-LAM4609,ANLA,AMERISUR EXPLORACION COLOMBIA LIMITADA,Company,National,Private,2021,2005,Yes,Implementation,NI,NI,NI,Natural regeneration,Perimeter isolation and conservation areas,Perimeter isolation,conservation areas,NA,NA,NA,Civil works and infrastructure,Civil works and infrastructure,NA,NA,NA,NI,NI,17.4,NA,PUTUMAYO,86,PUERTO ASÍS,86568,PUTUMAYO_PUERTO ASIS,PUTUMAYO,PUERTO ASIS,NI,Amazonas,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00422,a,ÁREA DE PERFORACIÓNEXPLORATORIA SERRANA-LAM4642,ANLA,ECOPETROL S.A.,Company,National,Public,2019,2006,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Civil works and infrastructure,NA,NA,NA,NI,NI,0.67,NI,META,50,"PUERTO LLERAS,FUENTE DE ORO,SAN MARTÍN","50287, 50577, 20770, 50689",META_PUERTO LLERAS,META,PUERTO LLERAS,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Check document for municipality for each separate project (different areas ha),Many of these have multiple muncipalities but tiny area coverages,NA,NA
RE00422,a,ÁREA DE PERFORACIÓNEXPLORATORIA SERRANA-LAM4642,ANLA,ECOPETROL S.A.,Company,National,Public,2019,2006,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Civil works and infrastructure,NA,NA,NA,NI,NI,0.67,NI,META,50,"PUERTO LLERAS,FUENTE DE ORO,SAN MARTÍN",NA,META_FUENTE DE ORO,META,FUENTE DE ORO,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00422,a,ÁREA DE PERFORACIÓNEXPLORATORIA SERRANA-LAM4642,ANLA,ECOPETROL S.A.,Company,National,Public,2019,2006,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Civil works and infrastructure,NA,NA,NA,NI,NI,0.67,NI,META,50,"PUERTO LLERAS,FUENTE DE ORO,SAN MARTÍN",NA,META_SAN MARTIN,META,SAN MARTIN,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00423,a,"SOLICITUD DE LICENCIA AMBIENTAL PARA EL PROYECTO DENOMINADO ""BLOQUE EXPLORATORIO CPO-4""-LAM4829",ANLA,GEOPARK COLOMBIA S.A.S.,Company,National,Private,2021,2004,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,13.09,NI,"META, CUNDINAMARCA","50,25,76","CABUYARO,CUMARAL,RESTREPO,VILLAVICENCIO,PUERTO LOPEZ ,PARATEBUENO","50124, 50226, 25530, 50606, 76606, 50001",META_CABUYARO,META,CABUYARO,NI,Several provincias,NI,NA,ANLA - COMPENSACIÓN,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00423,a,"SOLICITUD DE LICENCIA AMBIENTAL PARA EL PROYECTO DENOMINADO ""BLOQUE EXPLORATORIO CPO-4""-LAM4829",ANLA,GEOPARK COLOMBIA S.A.S.,Company,National,Private,2021,2004,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,13.09,NI,"META, CUNDINAMARCA","50,25,76","CABUYARO,CUMARAL,RESTREPO,VILLAVICENCIO,PUERTO LOPEZ ,PARATEBUENO",NA,META_CUMARAL,META,CUMARAL,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00423,a,"SOLICITUD DE LICENCIA AMBIENTAL PARA EL PROYECTO DENOMINADO ""BLOQUE EXPLORATORIO CPO-4""-LAM4829",ANLA,GEOPARK COLOMBIA S.A.S.,Company,National,Private,2021,2004,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,13.09,NI,"META, CUNDINAMARCA","50,25,76","CABUYARO,CUMARAL,RESTREPO,VILLAVICENCIO,PUERTO LOPEZ ,PARATEBUENO",NA,META_RESTREPO,META,RESTREPO,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00423,a,"SOLICITUD DE LICENCIA AMBIENTAL PARA EL PROYECTO DENOMINADO ""BLOQUE EXPLORATORIO CPO-4""-LAM4829",ANLA,GEOPARK COLOMBIA S.A.S.,Company,National,Private,2021,2004,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,13.09,NI,"META, CUNDINAMARCA","50,25,76","CABUYARO,CUMARAL,RESTREPO,VILLAVICENCIO,PUERTO LOPEZ ,PARATEBUENO",NA,META_VILLAVICENCIO,META,VILLAVICENCIO,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00423,a,"SOLICITUD DE LICENCIA AMBIENTAL PARA EL PROYECTO DENOMINADO ""BLOQUE EXPLORATORIO CPO-4""-LAM4829",ANLA,GEOPARK COLOMBIA S.A.S.,Company,National,Private,2021,2004,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,13.09,NI,"META, CUNDINAMARCA","50,25,76","CABUYARO,CUMARAL,RESTREPO,VILLAVICENCIO,PUERTO LOPEZ ,PARATEBUENO",NA,META_PUERTO LOPEZ,META,PUERTO LOPEZ,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00423,a,"SOLICITUD DE LICENCIA AMBIENTAL PARA EL PROYECTO DENOMINADO ""BLOQUE EXPLORATORIO CPO-4""-LAM4829",ANLA,GEOPARK COLOMBIA S.A.S.,Company,National,Private,2021,2004,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,13.09,NI,"META, CUNDINAMARCA","50,25,76","CABUYARO,CUMARAL,RESTREPO,VILLAVICENCIO,PUERTO LOPEZ ,PARATEBUENO",NA,CUNDINAMARCA_PARATEBUENO,CUNDINAMARCA,PARATEBUENO,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00424,a,ÁREA DE PERFORACIÓN EXPLORATORIA RUMIYACO.-LAM4847,ANLA,GRAN TIERRA ENERGY COLOMBIA LTD.,Company,National,Private,2021,2017,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Civil works and infrastructure,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,12.5,NI,PUTUMAYO,86,"ORITO,VALLE DEL GUAMUEZ","86320, 86865",PUTUMAYO_ORITO,PUTUMAYO,ORITO,NI,Amazonas,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00424,a,ÁREA DE PERFORACIÓN EXPLORATORIA RUMIYACO.-LAM4847,ANLA,GRAN TIERRA ENERGY COLOMBIA LTD.,Company,National,Private,2021,2017,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Civil works and infrastructure,Civil works and infrastructure,NA,NA,NA,NI,Water resource protection,12.5,NI,PUTUMAYO,86,"ORITO,VALLE DEL GUAMUEZ","86320, 86865",PUTUMAYO_VALLE DEL GUAMUEZ,PUTUMAYO,VALLE DEL GUAMUEZ,NI,Amazonas,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00425,a,PROYECTO DE PERFORACIÓN EXPLORATORIA BLOQUE CPO-6-LAM5131,ANLA,TECPETROL S.A,Company,National,Private,2020,2014,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Civil works and infrastructure,NA,NA,NA,NI,NI,22.26,NI,META,50,"PUERTO GAITÁN,PUERTO LÓPEZ","50568, 50573",META_PUERTO GAITAN,META,PUERTO GAITAN,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00425,a,PROYECTO DE PERFORACIÓN EXPLORATORIA BLOQUE CPO-6-LAM5131,ANLA,TECPETROL S.A,Company,National,Private,2020,2014,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,22.26,NI,META,50,"PUERTO GAITÁN,PUERTO LÓPEZ","50568, 50573",META_PUERTO LOPEZ,META,PUERTO LOPEZ,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00426,a,PERFORACIÓN EXPLORATORIA BLOQUE CPO- 7A-LAM5170,ANLA,TECPETROL S.A,Company,National,Private,NI,2010,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,34,NI,META,50,PUERTO GAITÁN,50568,META_PUERTO GAITAN,META,PUERTO GAITAN,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00427,a,CONSTRUCCIÓN DEL PUENTE TALAIGUA NUEVO (CORREDOR VIAL SANTA ANA – LA GLORIA) Y SUS ACCESOS SOBRE LA VIA PERTENECIENTES AL PROYECTO VIAL TRANSVERSAL DE LAS AMERICAS SECTOR 1-LAM6062,ANLA,VIAS DE LAS AMERICAS S.A.S.,Company,National,Private,2020,2007,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Civil works and infrastructure,Mining and extractive industry,NA,NA,NA,NI,NI,1.4,NI,BOLIVAR Y MAGDALENA,"47, 13","TALAIGUA NUEVO,SANTA ANA","47707, 13780",BOLIVAR_TALAIGUA NUEVO,BOLIVAR,TALAIGUA NUEVO,NI,Cinturón árido precaribeño,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00427,a,CONSTRUCCIÓN DEL PUENTE TALAIGUA NUEVO (CORREDOR VIAL SANTA ANA – LA GLORIA) Y SUS ACCESOS SOBRE LA VIA PERTENECIENTES AL PROYECTO VIAL TRANSVERSAL DE LAS AMERICAS SECTOR 1-LAM6062,ANLA,VIAS DE LAS AMERICAS S.A.S.,Company,National,Private,2020,2007,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Civil works and infrastructure,Civil works and infrastructure,NA,NA,NA,NI,NI,1.4,NI,BOLIVAR Y MAGDALENA,"47, 13","TALAIGUA NUEVO,SANTA ANA","47707, 13780",MAGDALENA_SANTA ANA,MAGDALENA,SANTA ANA,NI,Cinturón árido precaribeño,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00427,b,CONSTRUCCIÓN DEL PUENTE TALAIGUA NUEVO (CORREDOR VIAL SANTA ANA – LA GLORIA) Y SUS ACCESOS SOBRE LA VIA PERTENECIENTES AL PROYECTO VIAL TRANSVERSAL DE LAS AMERICAS SECTOR 1-LAM6062,ANLA,VIAS DE LAS AMERICAS S.A.S.,Company,National,Private,2020,2013,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Civil works and infrastructure,Civil works and infrastructure,NA,NA,NA,NI,NI,1.4,NI,BOLIVAR Y MAGDALENA,"47, 13","TALAIGUA NUEVO,SANTA ANA","47707, 13780",NA,NA,NA,NI,Cinturón árido precaribeño,NI,NA,ANLA - COMPENSACIÓN,NA,-,Second document about same project,NA,NA,NA
RE00429,a,"SOLICITUD DE LICENCIA AMBIENTAL PARA EL PROYECTO DE CONSTRUCCIÓN Y OPERACIÓN DE TERMINAL DE SERVICIO PÚBLICO MULTIPROPÓSITO, EN EL DISTRITO DE CARTAGENA DE INDIAS-LAM4688",ANLA,SOCIEDAD PORTUARIA PUERTO BAHIA S.A.,Company,National,Private,2021,2018,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Civil works and infrastructure,Civil works and infrastructure,NA,NA,NA,NI,Water resource protection,65,NI,BOLIVAR,13,CARTAGENA,13001,BOLIVAR_CARTAGENA DE INDIAS,BOLIVAR,CARTAGENA DE INDIAS,NI,Cinturón árido precaribeño,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00430,a,CONSTRUCCIÓN Y OPERACIÓN DEL ÁREA DE POZOS MÚLTIPLES CUSIANA R Y CUSIANA V.-LAM0017,ANLA,BP EXPLORATION COMPANY (COLOMBIA) LTD.,Company,National,Private,2021,2011,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Civil works and infrastructure,NA,NA,NA,NI,NI,5.25,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00431,a,FASE DE EXPLORACIÓN DEL POZO LIRIA 1-LAM0018,ANLA,EQUION ENERGÍA LIMITED,Company,National,Private,2020,2017,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,7.1,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00432,a,"Bloque Santiago de las Atalayas: Campo Cusiana y Bloque
Tauramena: Campo Cupiagua-LAM0046",ANLA,ECOPETROL S.A.,Company,National,Public,2021,2006,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Recovery and conservation of natural resources,18,NI,CASANARE,85,"AGUAZUL,TAURAMENA","85010, 85410",CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00432,a,"Bloque Santiago de las Atalayas: Campo Cusiana y Bloque
Tauramena: Campo Cupiagua-LAM0046",ANLA,ECOPETROL S.A.,Company,National,Public,2021,2006,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Recovery and conservation of natural resources,18,NI,CASANARE,85,"AGUAZUL,TAURAMENA",NA,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NA,NA,NA,NA,NA,NA,-,Check document for municipality for each separate project (different areas ha),NA,NA,NA
RE00433,a,LINEAS DE FLUJO CAMPO CUSIANA (DESARROLLO COMPLETO CUSIANA) CRUCE SUBFLUVIAL RIO CUSIANA D.-LAM0068,ANLA,ECOPETROL S.A.,Company,National,Public,2020,2015,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,15.1,NI,CASANARE,85,"AGUAZUL,TAURAMENA","85010, 85410",NA,NA,NA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Multiple documents about same project?,NA,NA,NA
RE00433,b,LINEAS DE FLUJO CAMPO CUSIANA (DESARROLLO COMPLETO CUSIANA) CRUCE SUBFLUVIAL RIO CUSIANA D.-LAM0068,ANLA,ECOPETROL S.A.,Company,National,Public,2020,2016,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,6.26,NI,CASANARE,85,"AGUAZUL,TAURAMENA","85010, 85410",NA,NA,NA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Multiple documents about same project?,NA,NA,NA
RE00433,c,LINEAS DE FLUJO CAMPO CUSIANA (DESARROLLO COMPLETO CUSIANA) CRUCE SUBFLUVIAL RIO CUSIANA D.-LAM0068,ANLA,ECOPETROL S.A.,Company,National,Public,2020,2006,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,14.34,NI,CASANARE,85,"AGUAZUL,TAURAMENA","85010, 85410",NA,NA,NA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Multiple documents about same project?,NA,NA,NA
RE00436,a,POZO EXPLORATORIO VOLCANERA C-LAM0109,ANLA,ECOPETROL S.A.,Company,National,Public,NI,2011,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,16.55,NI,CASANARE,85,YOPAL,85001,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00437,a,POZOS MULTIPLES CUPIAGUA K-LAM0134,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2015,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,5.8,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00438,a,PERFORACION EXPLORATORIA POZOS MULTIPLES BUENOS AIRES X-LAM0135,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2011,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,8,NI,CASANARE,85,TAURAMENA,85410,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00439,a,ADECUACIÓN POZO CUSIANA - 1-LAM0216,ANLA,EQUION ENERGÍA LIMITED,Company,National,Private,2020,2014,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,2.28,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00440,a,"""PERFORACIÓN EXPLORATORIA DEL ÁREA DE POZOS PLAYERO A. PIEDEMONTE SUR, PAUTO C, FLOREÑA Ñ, C, D (HOY U), B, E, J, O, K""-LAM0222",ANLA,EQUION ENERGÍA LIMITED,Company,National,Private,2021,2016,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,30,NI,CASANARE,85,YOPAL,85001,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00441,a,"""PERFORACIÓN EXPLORATORIA DEL ÁREA DE POZOS PLAYERO A. PIEDEMONTE SUR, PAUTO C, FLOREÑA Ñ, C, D (HOY U), B, E, J, O, K""-LAM0222",ANLA,EQUION ENERGÍA LIMITED,Company,National,Private,2021,2016,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,14.42,NI,CASANARE,85,YOPAL,85001,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00442,a,POZO BUENOS AIRES-LAM0225,ANLA,BP EXPLORATION COMPANY (COLOMBIA) LTD.,Company,National,Private,2021,2011,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,1,NI,CASANARE,85,TAURAMENA,85410,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00443,a,POZOS MÚLTIPLES BUENOS AIRES PB-LAM0690,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2008,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,6,NI,CASANARE,85,TAURAMENA,85410,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00444,a,POZOS MÚLTIPLES CUPIAGUA XU Y CUPIAGUA XZ-LAM0706,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2009,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,8.5,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00445,a,POZOS MÚLTIPLES CUPIAGUA XU Y CUPIAGUA XZ-LAM0706,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2009,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,4.9,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00446,a,ÁREA DE POZOS CUPIAGUA XB Y XC.-LAM0722,ANLA,ECOPETROL S.A.,Company,National,Public,NI,2009,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,8.7,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00447,a,ÁREA DE POZOS CUPIAGUA XB Y XC.-LAM0722,ANLA,ECOPETROL S.A.,Company,National,Public,NI,2009,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,NI,22,NI,CASANARE,85,AGUAZUL,85010,CASANARE_AGUAZUL,CASANARE,AGUAZUL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00448,a,FACILIDADES DE PRODUCCIÓN CPF - FASE 3 Y TERMOELÉCTRICA TERMOGAS EN CASANARE.-LAM0745,ANLA,BP EXPLORATION COMPANY (COLOMBIA) LTD.,Company,National,Private,2021,2007,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,2,NI,CASANARE,85,YOPAL,85001,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,NA,NA,NA,NA
RE00449,a,POZOS MÚLTIPLES BUENOS AIRES CA-LAM0759,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2012,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,2.38,NI,CASANARE,85,"TAURAMENA, AGUAZUL, YOPAL",85410,CASANARE_YOPAL,CASANARE,YOPAL,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
RE00449,a,POZOS MÚLTIPLES BUENOS AIRES CA-LAM0759,ANLA,ECOPETROL S.A.,Company,National,Public,2021,2012,Yes,Implementation,NI,NI,NI,Assisted restoration,Tree planting,Tree planting,NA,NA,NA,NA,Mining and extractive industry,Mining and extractive industry,NA,NA,NA,NI,Water resource protection,2.38,NI,CASANARE,85,"TAURAMENA, AGUAZUL, YOPAL",85410,CASANARE_TAURAMENA,CASANARE,TAURAMENA,NI,Orinoquía,NI,NA,ANLA - COMPENSACIÓN,NA,-,Duplicated rows per municipality,NA,NA,NA
